Stanje,Pregledi,Cijena,Proizvodjac,Model,Gorivo,Godiste,Transmisija,Kilometraza,Kubikaza,Snaga motora (KW),Broj vrata
Koristeno,529.0,31500.0,BMW,X5,Plin,2009.0,Automatik,290000,4.8,261.0,4/5
Koristeno,96.0,12900.0,Volkswagen,Passat,Dizel,2012.0,Manuelni,290000,1.6,77.0,4/5
Koristeno,311.0,49980.0,Renault,Espace,Dizel,2019.0,Automatik,103413,2.0,147.0,4/5
Koristeno,622.0,11950.0,Skoda,Octavia,Dizel,2010.0,Manuelni,280000,1.6,77.0,4/5
Koristeno,2257.0,,Porsche,Panamera,Dizel,2017.0,Automatik,59800,4.0,310.0,4/5
Koristeno,5253.0,19200.0,Peugeot,308,Dizel,2019.0,Manuelni,189000,1.5,75.0,4/5
Koristeno,1369.0,,BMW,X3,Dizel,2012.0,Automatik,270000,2.0,135.0,4/5
Koristeno,1474.0,7800.0,Ford,Focus,Dizel,2010.0,Manuelni,222000,1.6,66.0,4/5
Koristeno,2505.0,75500.0,Volkswagen,Golf,Benzin,2020.0,Automatik,77000,2.0,180.0,4/5
Koristeno,593.0,49000.0,Audi,S5,Benzin,2013.0,Automatik,245000,3.0,245.0,4/5
Koristeno,6496.0,19900.0,BMW,X1,Dizel,2012.0,Automatik,175000,2.0,130.0,4/5
Koristeno,837.0,25900.0,Volkswagen,Passat,Dizel,2015.0,Manuelni,188000,1.6,88.0,4/5
Koristeno,1279.0,82000.0,BMW,730,Dizel,2016.0,Automatik,205000,3.0,195.0,4/5
Koristeno,209.0,14499.0,Audi,A6,Dizel,2010.0,Automatik,240000,2.7,140.0,4/5
Koristeno,1418.0,95000.0,Mercedes-Benz,E 43 AMG,Benzin,2017.0,Automatik,205000,3.0,295.0,4/5
Koristeno,89.0,18999.0,Opel,Corsa,Dizel,2020.0,Manuelni,204000,1.5,75.0,4/5
Koristeno,11512.0,4300.0,Volkswagen,Passat,Dizel,2004.0,Manuelni,315238,1.9,96.0,4/5
Koristeno,12623.0,53900.0,Audi,A6,Dizel,2017.0,Automatik,216000,3.0,160.0,4/5
Koristeno,19655.0,89500.0,Porsche,Cayenne,Dizel,2015.0,Automatik,159456,4.2,283.0,4/5
Koristeno,3785.0,29999.0,Volkswagen,Passat,Dizel,2017.0,Automatik,198000,1.6,88.0,4/5
Koristeno,689.0,9900.0,Opel,Insignia,Dizel,2010.0,Manuelni,171000,2.0,96.0,4/5
Koristeno,6874.0,8950.0,Ford,Fiesta,Dizel,2012.0,Manuelni,195000,1.6,70.0,4/5
Koristeno,316.0,12000.0,Renault,Clio,Dizel,2013.0,Manuelni,229000,1.5,55.0,4/5
Koristeno,2645.0,42000.0,Mercedes-Benz,Sprinter,Dizel,2015.0,Automatik,245123,2.2,95.0,4/5
Koristeno,1533.0,37500.0,Audi,Q5,Dizel,2018.0,Manuelni,205000,2.0,110.0,4/5
Koristeno,893.0,10900.0,Volkswagen,Passat,Dizel,2009.0,Manuelni,270000,2.0,81.0,4/5
Koristeno,3391.0,19800.0,Volkswagen,Passat,Dizel,2012.0,Automatik,219000,2.0,103.0,4/5
Koristeno,4009.0,2950.0,BMW,320,Dizel,2001.0,Manuelni,360000,2.0,100.0,4/5
Koristeno,4655.0,14400.0,Seat,Altea,Dizel,2012.0,Manuelni,280000,2.0,103.0,4/5
Koristeno,82.0,,Peugeot,2008,Dizel,2020.0,Automatik,100419,1.5,95.0,4/5
Koristeno,1206.0,34500.0,Audi,A6,Dizel,2012.0,Automatik,250000,3.0,150.0,4/5
Koristeno,5311.0,17900.0,Mercedes-Benz,E 300,Dizel,2009.0,Automatik,280000,3.0,155.0,4/5
Koristeno,9507.0,26500.0,Audi,A4,Dizel,2013.0,Automatik,214000,3.0,150.0,4/5
Koristeno,14576.0,12600.0,Audi,A6,Dizel,2006.0,Automatik,284000,3.0,165.0,4/5
Koristeno,1420.0,34900.0,Mercedes-Benz,G 290,Dizel,1994.0,Manuelni,0,2.9,0.0,4/5
Koristeno,485.0,,Citroen,C3,Dizel,2013.0,Manuelni,184000,1.4,50.0,4/5
Koristeno,4843.0,17800.0,Mercedes-Benz,B 180,Dizel,2012.0,Manuelni,245000,2.0,80.0,4/5
Koristeno,457.0,26900.0,Audi,Q5,Dizel,2010.0,Automatik,270000,3.0,176.0,4/5
Koristeno,3179.0,68980.0,Volvo,XC40,Benzin,2023.0,Automatik,1969,2.0,120.0,4/5
Koristeno,10201.0,56260.0,Volkswagen,Arteon,Dizel,2019.0,Automatik,200000,2.0,110.0,4/5
Koristeno,1233.0,29900.0,Volvo,V40,Dizel,2019.0,Automatik,144000,2.0,88.0,4/5
Novo,296.0,29500.0,Citroen,C3,Benzin,2024.0,Manuelni,3,1.2,61.0,4/5
Koristeno,210.0,73980.0,Volvo,XC40,Dizel,2020.0,Automatik,75192,2.0,140.0,4/5
Koristeno,1450.0,29000.0,Audi,Q5,Dizel,2011.0,Automatik,221000,3.0,176.0,4/5
Koristeno,3596.0,21800.0,BMW,318,Dizel,2012.0,Manuelni,269000,2.0,105.0,4/5
Koristeno,1895.0,13800.0,Skoda,Yeti,Dizel,2010.0,Manuelni,229000,2.0,81.0,4/5
Koristeno,8996.0,48980.0,Volkswagen,Golf,Dizel,2019.0,Automatik,109477,2.0,110.0,4/5
Koristeno,4954.0,12900.0,Skoda,Octavia,Dizel,2011.0,Manuelni,289000,1.6,77.0,4/5
Koristeno,2718.0,53900.0,Volkswagen,Tiguan,Dizel,2018.0,Automatik,177000,2.0,140.0,4/5
Koristeno,4264.0,49900.0,Volvo,XC40,Dizel,2018.0,Automatik,106231,2.0,140.0,4/5
Koristeno,99.0,7150.0,Peugeot,107,Benzin,2011.0,Manuelni,199354,1.0,50.0,4/5
Koristeno,1942.0,14650.0,Mercedes-Benz,C 220,Dizel,2012.0,Manuelni,365000,2.2,100.0,4/5
Koristeno,610.0,18400.0,Volkswagen,Golf,Dizel,2013.0,Manuelni,225000,1.6,77.0,4/5
Novo,8000.0,,Skoda,Superb,Dizel,2023.0,Automatik,0,2.0,147.0,4/5
Koristeno,16035.0,35500.0,BMW,530,Dizel,2012.0,Automatik,253375,3.0,190.0,4/5
Koristeno,5502.0,,Zastava,Yugo Koral,Benzin,1989.0,Manuelni,79000,1.1,40.0,2/3
Koristeno,735.0,18800.0,Nissan,Qashqai,Dizel,2011.0,Automatik,235806,2.0,110.0,4/5
Koristeno,341.0,169000.0,Porsche,Cayenne,Benzin,2019.0,Automatik,90000,3.0,250.0,4/5
Koristeno,181.0,9999.0,Fiat,Sedici,Dizel,2010.0,Manuelni,200000,2.0,92.0,4/5
Koristeno,18575.0,21500.0,Nissan,Qashqai+2,Dizel,2013.0,Automatik,184256,2.0,110.0,4/5
Koristeno,1809.0,26900.0,Volkswagen,Touran,Dizel,2016.0,Automatik,254500,2.0,110.0,4/5
Koristeno,6263.0,12500.0,Peugeot,308,Dizel,2010.0,Manuelni,230000,2.0,103.0,2/3
Koristeno,3861.0,27000.0,Volkswagen,Golf,Benzin,2011.0,Automatik,275000,2.0,199.0,4/5
Koristeno,5364.0,7950.0,Skoda,Octavia,Benzin,2010.0,Manuelni,204519,1.2,77.0,4/5
Koristeno,5513.0,34980.0,Peugeot,3008,Dizel,2018.0,Automatik,169511,1.5,96.0,4/5
Koristeno,8445.0,79990.0,Volkswagen,Touareg,Dizel,2018.0,Automatik,254000,3.0,210.0,4/5
Koristeno,1232.0,9500.0,Volkswagen,Golf,Dizel,2009.0,Manuelni,240000,2.0,81.0,4/5
Koristeno,95.0,36900.0,Peugeot,3008,Dizel,2019.0,Automatik,156000,1.5,96.0,4/5
Koristeno,837.0,2500.0,Renault,Scenic,Dizel,2005.0,Manuelni,251431,1.5,74.0,4/5
Koristeno,1921.0,28950.0,Ford,Mondeo,Dizel,2019.0,Manuelni,180000,2.0,110.0,4/5
Koristeno,6930.0,44990.0,Audi,SQ5,Dizel,2014.0,Automatik,214400,3.0,230.0,4/5
Koristeno,2493.0,5950.0,Skoda,Octavia,Dizel,2002.0,Manuelni,322000,1.9,66.0,4/5
Koristeno,1830.0,11300.0,Volkswagen,Golf,Dizel,2011.0,Manuelni,240000,1.6,77.0,4/5
Koristeno,867.0,9400.0,Opel,Insignia,Dizel,2009.0,Manuelni,225450,2.0,96.0,4/5
Koristeno,5283.0,16990.0,Mercedes-Benz,B 180,Dizel,2012.0,Manuelni,281600,1.8,80.0,4/5
Koristeno,1285.0,9990.0,Volkswagen,Golf,Dizel,2012.0,Manuelni,234000,1.6,77.0,4/5
Koristeno,1825.0,30000.0,Peugeot,Partner,Dizel,2020.0,Manuelni,100000,1.5,96.0,4/5
Koristeno,157.0,18800.0,Citroen,C4 Cactus,Dizel,2015.0,Automatik,184000,1.6,68.0,4/5
Koristeno,68.0,,Mercedes-Benz,E 220,Dizel,2017.0,Automatik,162000,2.2,143.0,4/5
Koristeno,998.0,17900.0,Volkswagen,Passat CC,Dizel,2010.0,Manuelni,295000,2.0,103.0,4/5
Koristeno,1813.0,31500.0,Audi,Q3,Dizel,2012.0,Automatik,186500,2.0,130.0,4/5
Koristeno,5497.0,11300.0,Volkswagen,Golf,Dizel,2010.0,Manuelni,255000,1.6,77.0,4/5
Koristeno,1078.0,68500.0,BMW,520,Dizel,2018.0,Automatik,127565,2.0,140.0,4/5
Koristeno,2145.0,21900.0,BMW,520,Dizel,2010.0,Manuelni,269000,2.0,135.0,4/5
Koristeno,6123.0,,Peugeot,208,Dizel,2013.0,Manuelni,117000,1.4,50.0,4/5
Koristeno,4058.0,18600.0,Volkswagen,Golf,Dizel,2013.0,Manuelni,208443,1.6,77.0,4/5
Koristeno,76.0,,Volvo,XC 60,Dizel,2021.0,Automatik,82221,2.0,145.0,4/5
Koristeno,2297.0,23800.0,Volkswagen,Golf,Dizel,2019.0,Manuelni,218000,1.6,85.0,4/5
Koristeno,3827.0,5200.0,Opel,Astra,Dizel,2005.0,Manuelni,302000,1.7,74.0,4/5
Koristeno,7817.0,13500.0,Volkswagen,Golf,Dizel,2012.0,Manuelni,230000,1.6,77.0,4/5
Novo,16223.0,,Mercedes-Benz,SL 63 AMG,Benzin,2024.0,Automatik,0,4.0,430.0,2/3
Koristeno,2610.0,34000.0,Toyota,RAV 4,Dizel,2015.0,Automatik,196000,2.2,110.0,4/5
Koristeno,269.0,,Citroen,C3,Benzin,2017.0,Manuelni,265000,1.2,60.0,4/5
Koristeno,580.0,,Citroen,C3,Dizel,2013.0,Manuelni,143000,1.4,50.0,4/5
Koristeno,10471.0,26500.0,Skoda,Octavia,Dizel,2019.0,Automatik,178000,2.0,110.0,4/5
Koristeno,276.0,7300.0,Volkswagen,Golf,Dizel,2007.0,Manuelni,280000,2.0,103.0,4/5
Koristeno,740.0,,Mercedes-Benz,E 220,Dizel,2003.0,Automatik,219123,2.2,110.0,4/5
Koristeno,2066.0,33000.0,Volkswagen,Touareg,Dizel,2012.0,Automatik,217000,3.0,150.0,4/5
Koristeno,2013.0,16500.0,Ford,Escort,Dizel,2006.0,Manuelni,190000,2.5,92.0,4/5
Koristeno,404.0,10999.0,Citroen,C3,Benzin,2010.0,Manuelni,113000,1.4,70.0,4/5
Koristeno,602.0,,Volkswagen,Polo,Benzin,2014.0,Manuelni,123000,1.2,66.0,4/5
Koristeno,344.0,,Renault,Captur,Dizel,2014.0,Manuelni,185000,1.5,66.0,4/5
Koristeno,940.0,,Audi,A1,Benzin,2013.0,Manuelni,155000,1.2,63.0,4/5
Koristeno,1640.0,14800.0,Audi,A4,Dizel,2009.0,Manuelni,243300,2.0,105.0,4/5
Koristeno,322.0,11900.0,Opel,Astra,Dizel,2011.0,Manuelni,156000,1.7,81.0,4/5
Koristeno,605.0,21550.0,Volkswagen,Passat,Dizel,2011.0,Manuelni,260000,2.0,103.0,4/5
Koristeno,875.0,42900.0,Skoda,Karoq,Dizel,2020.0,Automatik,173000,2.0,110.0,4/5
Koristeno,9792.0,126000.0,Mercedes-Benz,S 500,Benzin,2015.0,Automatik,107000,5.0,335.0,2/3
Koristeno,23576.0,21000.0,BMW,316,Dizel,2014.0,Manuelni,225000,2.0,85.0,4/5
Koristeno,5671.0,15299.0,Skoda,Octavia,Dizel,2010.0,Manuelni,244321,2.0,103.0,4/5
Koristeno,1847.0,,Skoda,Octavia,Dizel,2006.0,Manuelni,300000,1.9,77.0,4/5
Koristeno,443.0,12990.0,Audi,A6,Dizel,2008.0,Manuelni,248321,2.7,132.0,4/5
Koristeno,2099.0,,Audi,A6,Dizel,2015.0,Automatik,205000,3.0,160.0,4/5
Koristeno,6567.0,37990.0,Seat,Ateca,Dizel,2016.0,Automatik,237600,2.0,140.0,4/5
Koristeno,4894.0,44999.0,Porsche,Cayenne,Dizel,2011.0,Automatik,290000,3.0,176.0,4/5
Koristeno,18801.0,6900.0,Peugeot,407,Dizel,2007.0,Automatik,241000,2.7,150.0,2/3
Koristeno,285.0,9999.0,Volkswagen,Passat,Dizel,2009.0,Manuelni,246123,2.0,81.0,4/5
Koristeno,6591.0,31990.0,Ford,Kuga,Dizel,2017.0,Manuelni,193000,2.0,110.0,4/5
Koristeno,1009.0,11900.0,Volkswagen,Golf,Dizel,2012.0,Manuelni,285000,1.6,77.0,2/3
Koristeno,2601.0,6999.0,Ford,Focus,Dizel,2009.0,Manuelni,216000,1.6,66.0,4/5
Koristeno,9058.0,26800.0,Volkswagen,Passat CC,Dizel,2016.0,Automatik,268000,2.0,110.0,4/5
Koristeno,319.0,,Audi,Q5,Dizel,2012.0,Manuelni,269000,2.0,130.0,4/5
Koristeno,30135.0,13680.0,Skoda,Octavia,Dizel,2010.0,Automatik,288000,1.6,77.0,4/5
Koristeno,339.0,11850.0,Skoda,Octavia,Dizel,2013.0,Manuelni,293000,1.6,77.0,4/5
Koristeno,867.0,35980.0,Mazda,6,Benzin,2018.0,Automatik,55733,2.0,121.0,4/5
Koristeno,3058.0,68700.0,Toyota,RAV 4,Hibrid,2022.0,Automatik,51000,2.5,131.0,4/5
Koristeno,2332.0,23900.0,Volkswagen,Golf,Dizel,2017.0,Manuelni,241000,1.6,77.0,4/5
Koristeno,2152.0,13999.0,Citroen,C5,Dizel,2014.0,Automatik,199000,1.6,84.0,4/5
Koristeno,1206.0,18900.0,BMW,320,Dizel,2012.0,Automatik,256000,2.0,135.0,4/5
Koristeno,206.0,,Peugeot,208,Dizel,2018.0,Manuelni,130000,1.6,55.0,4/5
Koristeno,1326.0,9900.0,Citroen,C3,Dizel,2013.0,Manuelni,164000,1.4,50.0,4/5
Koristeno,2266.0,15900.0,Skoda,Octavia Scout,Dizel,2011.0,Automatik,240000,2.0,103.0,4/5
Koristeno,2691.0,13600.0,Suzuki,SX4,Dizel,2012.0,Manuelni,261000,2.0,99.0,4/5
Koristeno,2632.0,4300.0,Skoda,Fabia,Dizel,2011.0,Manuelni,162961,1.2,55.0,4/5
Koristeno,5322.0,22950.0,Opel,Insignia,Dizel,2018.0,Manuelni,175000,1.6,81.0,4/5
Koristeno,808.0,19900.0,Skoda,Yeti,Dizel,2012.0,Automatik,238000,2.0,103.0,4/5
Koristeno,10003.0,59900.0,Jeep,Wrangler,Benzin,2016.0,,105000,3.6,209.0,2/3
Koristeno,817.0,20100.0,Skoda,Octavia,Dizel,2017.0,Automatik,223000,1.6,81.0,4/5
Koristeno,586.0,34900.0,Skoda,Karoq,Dizel,2020.0,Automatik,206034,1.6,85.0,4/5
Koristeno,7751.0,37800.0,Volkswagen,Golf,Dizel,2017.0,Manuelni,191000,2.0,135.0,4/5
Koristeno,27081.0,15000.0,BMW,116,Benzin,2013.0,Manuelni,157000,1.6,100.0,4/5
Koristeno,1126.0,16250.0,Skoda,Octavia,Dizel,2013.0,Manuelni,240000,2.0,110.0,4/5
Koristeno,264.0,9800.0,Seat,Ibiza,Dizel,2011.0,Manuelni,218000,1.6,77.0,4/5
Koristeno,18694.0,93500.0,Porsche,Macan,Benzin,2018.0,Automatik,73000,3.0,250.0,4/5
Koristeno,21800.0,35900.0,Audi,A4,Dizel,2016.0,Automatik,268000,3.0,160.0,4/5
Koristeno,2697.0,35980.0,Opel,Insignia,Dizel,2019.0,Automatik,100218,1.6,100.0,4/5
Koristeno,2894.0,20900.0,Audi,A6,Dizel,2009.0,Manuelni,190000,2.0,130.0,4/5
Koristeno,11307.0,14999.0,Skoda,Fabia,Benzin,2019.0,Manuelni,145000,1.0,44.0,4/5
Koristeno,178.0,36500.0,Audi,Q5,Dizel,2014.0,Manuelni,178000,2.0,110.0,4/5
Koristeno,9825.0,62980.0,Volvo,XC 90,Dizel,2017.0,Automatik,181467,2.0,173.0,4/5
Koristeno,17205.0,20000.0,BMW,X5,Dizel,2008.0,Automatik,297000,3.0,174.0,4/5
Koristeno,121.0,16500.0,Volkswagen,Passat,Dizel,2012.0,Automatik,230000,2.0,103.0,4/5
Koristeno,12434.0,45000.0,BMW,535,Dizel,2014.0,Automatik,354000,3.0,230.0,4/5
Koristeno,2394.0,11500.0,Ford,Fiesta,Benzin,2014.0,Manuelni,168000,1.2,59.0,4/5
Koristeno,1404.0,7000.0,Mazda,6,Dizel,2010.0,Manuelni,269400,2.2,120.0,4/5
Koristeno,2676.0,17900.0,Volkswagen,Golf,Dizel,2012.0,Manuelni,279000,2.0,125.0,4/5
Koristeno,5511.0,41900.0,Skoda,Octavia,Dizel,2021.0,Automatik,80000,2.0,85.0,4/5
Koristeno,1259.0,33450.0,Volkswagen,Passat,Dizel,2017.0,Automatik,184000,2.0,110.0,4/5
Koristeno,142.0,50000.0,Jaguar,F-Pace,Dizel,2017.0,Automatik,183000,2.0,132.0,4/5
Koristeno,8472.0,8800.0,Skoda,Octavia,Dizel,2006.0,Manuelni,193200,1.9,66.0,4/5
Koristeno,4853.0,29980.0,Mercedes-Benz,B 180,Dizel,2017.0,Automatik,126265,1.5,80.0,4/5
Koristeno,1228.0,34900.0,Skoda,Superb,Dizel,2016.0,Automatik,319000,2.0,140.0,4/5
Koristeno,199.0,16700.0,Seat,Ibiza,Benzin,2018.0,Manuelni,148999,1.0,85.0,4/5
Koristeno,7402.0,26980.0,Volvo,V40,Dizel,2018.0,Manuelni,122949,2.0,88.0,4/5
Koristeno,11368.0,41900.0,Volkswagen,Passat Alltrack,Dizel,2015.0,Automatik,260000,2.0,176.0,4/5
Koristeno,6857.0,20980.0,Volvo,S60,Dizel,2015.0,Automatik,231699,2.0,110.0,4/5
Koristeno,11355.0,61900.0,Audi,A6,Dizel,2015.0,Automatik,2,3.0,240.0,4/5
Koristeno,2912.0,8900.0,Peugeot,308,Dizel,2013.0,Manuelni,230000,1.6,68.0,4/5
Koristeno,1498.0,56980.0,Volvo,XC40,Dizel,2018.0,Automatik,111287,2.0,110.0,4/5
Koristeno,979.0,42000.0,BMW,X6,Dizel,2009.0,Automatik,340000,3.0,155.0,4/5
Koristeno,2047.0,40980.0,Seat,Ateca,Dizel,2020.0,Automatik,116042,1.6,85.0,4/5
Koristeno,48528.0,70000.0,Ford,Mustang,Benzin,2015.0,Manuelni,81000,5.0,320.0,4/5
Koristeno,82.0,6800.0,Peugeot,207,Benzin,2008.0,Manuelni,223000,1.6,88.0,2/3
Koristeno,6856.0,29980.0,Mazda,3,Benzin,2018.0,Manuelni,69634,2.0,88.0,4/5
Koristeno,1453.0,12500.0,Audi,A6,Dizel,2006.0,Manuelni,330000,2.0,103.0,4/5
Koristeno,9193.0,13800.0,Skoda,Yeti,Dizel,2011.0,Manuelni,192500,2.0,81.0,4/5
Koristeno,2470.0,13400.0,Volkswagen,Golf,Dizel,2010.0,Manuelni,202000,1.6,77.0,4/5
Koristeno,879.0,10500.0,BMW,320,Dizel,2005.0,Manuelni,260000,2.0,120.0,4/5
Koristeno,3600.0,,Peugeot,308,Dizel,2015.0,Manuelni,218000,1.6,88.0,4/5
Koristeno,36182.0,16200.0,Audi,A3,Dizel,2012.0,Manuelni,227000,2.0,103.0,4/5
Koristeno,1897.0,26500.0,Skoda,Octavia,Dizel,2020.0,Manuelni,220000,1.6,88.0,4/5
Koristeno,1077.0,43980.0,Peugeot,508,Dizel,2019.0,Automatik,91025,2.0,130.0,4/5
Koristeno,32265.0,,Peugeot,3008,Dizel,2011.0,Manuelni,246000,1.6,82.0,4/5
Koristeno,1101.0,19500.0,Audi,A5,Benzin,2008.0,Manuelni,220000,1.8,125.0,2/3
Koristeno,2047.0,,Opel,Corsa,Benzin,2010.0,Manuelni,220000,1.2,51.0,4/5
Koristeno,1214.0,26999.0,BMW,X3,Dizel,2012.0,Automatik,245000,2.0,135.0,4/5
Koristeno,1831.0,,Land Rover,Range Rover Evoque,Dizel,2012.0,Manuelni,201000,2.2,140.0,4/5
Koristeno,241.0,12950.0,BMW,325,Benzin,2006.0,Automatik,290000,2.5,142.0,4/5
Koristeno,1954.0,29000.0,Volkswagen,Passat,Dizel,2016.0,Manuelni,210653,2.0,110.0,4/5
Koristeno,139.0,42500.0,BMW,X1,Dizel,2017.0,Automatik,146000,2.0,140.0,4/5
Koristeno,459.0,15900.0,Peugeot,3008,Dizel,2011.0,Automatik,208000,2.0,120.0,4/5
Koristeno,2429.0,20900.0,Volkswagen,Golf,Dizel,2014.0,Manuelni,250000,1.6,81.0,4/5
Koristeno,1903.0,,Volkswagen,Sharan,Dizel,2012.0,Manuelni,250000,2.0,1.0,4/5
Koristeno,997.0,14999.0,Audi,A3,Dizel,2009.0,Manuelni,290000,2.0,103.0,4/5
Koristeno,4509.0,17900.0,Volkswagen,Touran,Dizel,2017.0,Automatik,600000,2.0,81.0,4/5
Koristeno,564.0,19999.0,Audi,A5,Dizel,2010.0,Automatik,290000,2.7,140.0,4/5
Koristeno,2815.0,,BMW,740,Benzin,2009.0,Automatik,200000,3.0,240.0,4/5
Koristeno,5416.0,30500.0,Audi,Q3,Dizel,2012.0,Manuelni,180000,2.0,103.0,4/5
Koristeno,5501.0,,BMW,730,Dizel,2010.0,Automatik,299000,3.0,155.0,4/5
Koristeno,424.0,36900.0,Skoda,Karoq,Dizel,2019.0,Automatik,145620,1.6,85.0,4/5
Koristeno,81.0,,Opel,Insignia,Dizel,2010.0,Manuelni,250000,2.0,96.0,4/5
Koristeno,2435.0,,BMW,320,Dizel,2014.0,Automatik,2,2.0,135.0,4/5
Koristeno,41229.0,12200.0,Volkswagen,Passat,Dizel,2009.0,Manuelni,242846,2.0,125.0,4/5
Koristeno,9949.0,44000.0,Volkswagen,Passat,Dizel,2017.0,Automatik,211438,2.0,176.0,4/5
Koristeno,1700.0,22500.0,Volkswagen,Golf,Dizel,2014.0,Manuelni,270000,1.6,77.0,4/5
Koristeno,9641.0,20900.0,Volkswagen,Tiguan,Dizel,2010.0,Manuelni,228000,2.0,103.0,4/5
Koristeno,844.0,13400.0,Audi,A4,Dizel,2009.0,Automatik,237854,2.0,105.0,4/5
Koristeno,403.0,5200.0,Skoda,Fabia,Dizel,2002.0,Manuelni,286000,1.9,47.0,4/5
Koristeno,2910.0,43900.0,Volkswagen,T-Roc,Dizel,2019.0,Automatik,185000,2.0,110.0,4/5
Koristeno,3396.0,26900.0,Mercedes-Benz,A 200,Dizel,2013.0,Manuelni,190136,1.8,100.0,4/5
Koristeno,10187.0,17900.0,Volkswagen,Passat CC,Dizel,2010.0,Manuelni,250000,2.0,103.0,4/5
Koristeno,509.0,39980.0,Citroen,C5 Aircross,Dizel,2020.0,Automatik,79600,1.5,96.0,4/5
Koristeno,2005.0,1850.0,Fiat,Punto,Dizel,2001.0,Manuelni,123456,1.9,44.0,2/3
Koristeno,5719.0,3300.0,Opel,Astra,Benzin,2008.0,Manuelni,218000,1.4,66.0,4/5
Koristeno,16739.0,31500.0,Volkswagen,Passat,Dizel,2018.0,Manuelni,68000,1.6,88.0,4/5
Koristeno,987.0,6900.0,Audi,A3,Plin,2005.0,Manuelni,324000,1.6,75.0,4/5
Koristeno,1953.0,17900.0,Volkswagen,Caddy,Dizel,2010.0,Manuelni,178000,1.9,77.0,4/5
Koristeno,982.0,7900.0,Volkswagen,Touran,Dizel,2005.0,Manuelni,310000,1.9,66.0,4/5
Koristeno,212.0,11800.0,Peugeot,301,Benzin,2016.0,Manuelni,153500,1.2,60.0,4/5
Koristeno,775.0,84900.0,Land Rover,Range Rover Velar,Dizel,2018.0,Automatik,125000,2.0,177.0,4/5
Koristeno,2686.0,79900.0,BMW,740,Dizel,2017.0,Automatik,239000,3.0,235.0,4/5
Koristeno,3359.0,118000.0,Audi,Q8,Dizel,2018.0,Automatik,159000,3.0,210.0,4/5
Koristeno,757.0,3100.0,Peugeot,307,Dizel,2003.0,Manuelni,258000,2.0,79.0,4/5
Koristeno,2917.0,29300.0,BMW,530,Dizel,2011.0,Automatik,218000,3.0,190.0,4/5
Koristeno,2177.0,159000.0,BMW,X6,Dizel,2021.0,Automatik,113000,3.0,250.0,4/5
Koristeno,4565.0,7600.0,Fiat,Panda,Benzin,2013.0,Manuelni,176922,1.2,51.0,4/5
Koristeno,1663.0,29900.0,Peugeot,308,Dizel,2015.0,Automatik,141000,2.0,133.0,4/5
Koristeno,1916.0,129900.0,Audi,Q7,Dizel,2020.0,Automatik,153000,3.0,210.0,4/5
Koristeno,3238.0,27000.0,Volkswagen,Phaeton,Dizel,2011.0,Automatik,290000,3.0,176.0,4/5
Koristeno,4313.0,135000.0,Mercedes-Benz,GLE 350,Dizel,2020.0,Automatik,89000,3.0,200.0,4/5
Koristeno,1057.0,9900.0,Volkswagen,Golf Plus,Benzin,2010.0,Manuelni,202000,1.4,114.0,4/5
Koristeno,1474.0,12700.0,Skoda,Octavia,Dizel,2013.0,Automatik,263000,1.6,77.0,4/5
Koristeno,687.0,4000.0,Volkswagen,Passat,Dizel,2002.0,Manuelni,28900,1.9,96.0,4/5
Koristeno,4813.0,85000.0,BMW,X4,Dizel,2019.0,Automatik,158000,2.0,140.0,4/5
Koristeno,317.0,13700.0,Volkswagen,Golf,Dizel,2010.0,Manuelni,172000,1.6,77.0,4/5
Koristeno,1412.0,6600.0,Chevrolet,,Benzin,2011.0,Manuelni,98000,1.0,50.0,4/5
Koristeno,7360.0,10999.0,Audi,A1,Benzin,2011.0,Manuelni,189000,1.2,63.0,2/3
Koristeno,2478.0,82000.0,Audi,A5,Dizel,2022.0,Automatik,114000,2.0,150.0,4/5
Koristeno,643.0,10999.0,Volkswagen,Passat,Dizel,2010.0,Automatik,271000,2.0,103.0,4/5
Koristeno,932.0,,BMW,635,Dizel,2009.0,Automatik,201500,3.0,210.0,2/3
Koristeno,3587.0,12700.0,Volkswagen,Golf,Dizel,2009.0,Manuelni,312000,2.0,81.0,4/5
Koristeno,3848.0,44900.0,Toyota,RAV 4,Benzin,2018.0,Automatik,161000,2.5,114.0,4/5
Koristeno,295.0,,Volkswagen,Polo,Dizel,2011.0,Manuelni,238000,1.6,66.0,4/5
Koristeno,356.0,3800.0,Volkswagen,Golf,Dizel,2000.0,Manuelni,380000,1.9,74.0,2/3
Koristeno,389.0,,Audi,A3,Dizel,2011.0,Manuelni,240995,1.6,77.0,4/5
Koristeno,3596.0,24900.0,Volkswagen,Tiguan,Dizel,2011.0,Manuelni,229000,2.0,103.0,4/5
Koristeno,5637.0,16800.0,Volkswagen,Golf,Dizel,2013.0,Manuelni,280000,1.6,77.0,4/5
Koristeno,129.0,,Peugeot,3008,Dizel,2020.0,Automatik,104783,1.5,95.0,4/5
Koristeno,1643.0,,Toyota,Aygo,Benzin,2012.0,Manuelni,239000,1.0,66.0,2/3
Koristeno,5338.0,,Audi,A6,Dizel,2013.0,Automatik,270000,2.0,130.0,4/5
Koristeno,4320.0,13800.0,Dacia,Dokker,Benzin,2016.0,Manuelni,123000,1.2,77.0,4/5
Koristeno,1163.0,21700.0,Seat,Ibiza,Dizel,2019.0,Manuelni,108200,1.6,70.0,4/5
